ID1;HHID;NRO_ORDEN_ID;QH30M;QH31M;QH32M_M;QH32M_Y;QH33M
2022;      115215101;1;1;42;12;2019; 
2022;      115216301;1;1;78;2;2021; 
2022;      115305101;1;2;69;10;2019; 
2022;      115402701;1;2;80;10;2021; 
2022;      115703201;1;1;73;2;2021; 
2022;      115908101;1;1;81;10;2017; 
2022;      115910101;1;1;73;1;2021; 
2022;      116001801;1;2;59;4;2017; 
2022;      116112301;1;2;90;2;2022; 
2022;      116606401;1;2;68;8;2021; 
2022;      116701801;1;1;90;5;2019; 
2022;      116704901;1;1;69;2;2020; 
2022;      116804101;1;2;58;9;2020; 
2022;      116806101;1;2;78;6;2017; 
2022;      116814701;1;1;76;8;2020; 
2022;      116814701;2;2;72;8;2020; 
2022;      117407101;1;2;36;10;2019;4
2022;      117504101;1;2;71;8;2020; 
2022;      117505701;1;1;42;8;2021; 
2022;      118203501;1;2;59;6;2018; 
2022;      118208601;1;1;39;5;2022; 
2022;      118700101;1;1;91;8;2019; 
2022;      118709001;1;1;79;3;2019; 
2022;      118711001;1;1;83;1;2021; 
2022;      119009101;1;1;51;9;2017; 
2022;      119102501;1;1;84;2;2022; 
2022;      119404501;1;2;65;9;2017; 
2022;      119409001;1;1;63;10;2020; 
2022;      120206201;1;2;60;10;2018; 
2022;      120507201;1;1;45;9;2018; 
2022;      120609501;1;2;65;8;2017; 
2022;      120705001;1;1;14;11;2020; 
2022;      121203401;1;1;40;9;2021; 
2022;      121203901;1;2;94;4;2022; 
2022;      121701901;1;2;75;9;2017; 
2022;      121702601;1;2;23;8;2021;4
2022;      122207501;1;2;45;5;2017;4
2022;      122510901;1;2;27;7;2019;4
2022;      123004701;1;2;22;1;2019;1
2022;      123007301;1;2;75;10;2019; 
2022;      123218301;1;2;76;3;2022; 
2022;      123301101;1;1;86;7;2017; 
2022;      123308601;1;2;87;7;2021; 
2022;      124004001;1;1;90;11;2019; 
2022;      124109801;1;2;62;1;2020; 
2022;      124109801;2;1;65;8;2020; 
2022;      125900301;1;1;71;7;2020; 
2022;      125903701;1;1;21;12;2018; 
2022;      126004101;1;1;0;10;2019; 
2022;      126503101;1;1;37;4;2018; 
2022;      126508801;1;1;27;5;2017; 
2022;      126700701;1;2;69;11;2018; 
2022;      126703001;1;2;63;3;2021; 
2022;      127111401;1;2;86;5;2021; 
2022;      127608501;1;2;75;2;2019; 
2022;      128001801;1;1;43;12;2020; 
2022;      128001802;1;1;43;12;2021; 
2022;      128404701;1;1;48;5;2019; 
2022;      128513401;1;1;65;4;2020; 
2022;      128604701;1;1;70;2;2017; 
2022;      129207001;1;2;92;12;2020; 
2022;      129207001;2;1;62;4;2021; 
2022;      129207001;3;2;70;4;2021; 
2022;      129414201;1;1;62;5;2020; 
2022;      129608901;1;1;85;10;2019; 
2022;      129711701;1;1;84;5;2020; 
2022;      129903001;1;2;74;12;2021; 
2022;      130300101;1;1;77;8;2021; 
2022;      130406801;1;2;52;5;2021; 
2022;      130408101;1;1;63;2;2021; 
2022;      130412301;1;1;59;6;2020; 
2022;      130501201;1;1;42;6;2021; 
2022;      130719101;1;2;85;12;2021; 
2022;      130911801;1;1;43;3;2021; 
2022;      131110001;1;2;73;5;2020; 
2022;      131205801;1;1;77;1;2021; 
2022;      131701601;1;1;33;8;2017; 
2022;      131705301;1;2;85;3;2019; 
2022;      132104901;1;2;33;2;2020;2
2022;      132412501;1;1;99;10;2017; 
2022;      132415701;1;1;69;11;2017; 
2022;      132707201;1;2;59;6;2020; 
2022;      132804301;1;1;72;4;2021; 
2022;      132807101;1;2;82;12;2020; 
2022;      132915401;1;2;45;8;2018;4
2022;      133003501;1;1;20;6;2020; 
2022;      133008701;1;1;48;10;2021; 
2022;      133102501;1;2;28;9;2020;4
2022;      133404501;1;2;98;3;2020; 
2022;      133803101;1;2;0;8;2020; 
2022;      133907201;1;2;95;4;2018; 
2022;      134308401;1;2;58;9;2019; 
2022;      134309301;1;1;86;8;2020; 
2022;      134807601;1;1;24;6;2021; 
2022;      135005801;1;1;83;12;2019; 
2022;      135604401;1;1;28;8;2020; 
2022;      136206601;1;2;82;10;2019; 
2022;      136304301;1;1;54;4;2021; 
2022;      136404401;1;2;80;2;2022; 
2022;      136500801;1;1;78;7;2020; 
2022;      136507301;1;1;3;10;2019; 
2022;      136709001;1;1;60;2;2022; 
2022;      136800701;1;1;84;3;2022; 
2022;      136808901;1;2;4;6;2021; 
2022;      137001601;1;1;63;10;2021; 
2022;      137007101;1;2;92;5;2019; 
2022;      137207901;1;1;73;7;2020; 
2022;      137208001;1;2;60;6;2017; 
2022;      137208101;1;1;80;11;2019; 
2022;      137303301;1;1;60;7;2020; 
2022;      137307901;1;1;80;1;2019; 
2022;      137308001;1;2;51;4;2021; 
2022;      137310101;1;2;61;7;2021; 
2022;      137404101;1;2;0;5;2019; 
2022;      137404201;1;1;73;8;2020; 
2022;      137404301;1;1;87;9;2021; 
2022;      137407901;1;1;0;8;2020; 
2022;      137504701;1;2;50;11;2020; 
2022;      137702001;1;2;76;2;2020; 
2022;      137808201;1;1;18;5;2021; 
2022;      138400501;1;1;28;11;2019; 
2022;      138706101;1;1;85;4;2021; 
2022;      139001501;1;1;87;5;2021; 
2022;      139209103;1;2;83;7;2017; 
2022;      139211901;1;2;68;6;2021; 
2022;      140101601;1;1;48;6;2021; 
2022;      140803401;1;1;80;6;2020; 
2022;      140909701;1;2;73;8;2021; 
2022;      140910301;1;2;40;2;2017;4
2022;      141000801;1;2;84;7;2018; 
2022;      141207801;1;1;93;9;2019; 
2022;      141308101;1;2;93;6;2018; 
2022;      141310601;1;1;82;11;2019; 
2022;      142203201;1;1;19;4;2020; 
2022;      142615001;1;2;29;10;2021;4
2022;      142814601;1;2;46;2;2018;4
2022;      143213201;1;1;61;3;2021; 
2022;      143729701;1;1;34;2;2017; 
2022;      143729701;2;2;32;3;2017;4
2022;      143904701;1;2;65;4;2017; 
2022;      144109901;1;2;41;4;2022;4
2022;      144205101;1;2;43;9;2020;4
2022;      144300201;1;2;81;4;2022; 
2022;      144609801;1;2;70;12;2017; 
2022;      144705901;1;1;46;3;2020; 
2022;      144900501;1;1;60;3;2018; 
2022;      145101701;1;1;49;8;2020; 
2022;      145205001;1;1;39;8;2020; 
2022;      145508701;1;2;80;7;2018; 
2022;      145512501;1;1;58;6;2021; 
2022;      145903801;1;1;87;3;2022; 
2022;      146205101;1;2;61;2;2018; 
2022;      146205101;2;2;59;9;2021; 
2022;      146213101;1;2;90;3;2020; 
2022;      146313101;1;1;74;6;2021; 
2022;      146316201;1;2;69;4;2019; 
2022;      146404201;1;2;70;3;2022; 
2022;      146500101;1;1;61;8;2021; 
2022;      146511801;1;1;87;8;2019; 
2022;      146702901;1;1;83;2;2021; 
2022;      146707501;1;1;61;8;2020; 
2022;      146811101;1;2;88;11;2021; 
2022;      146907501;1;2;80;6;2022; 
2022;      146910601;1;1;68;6;2021; 
2022;      147206701;1;1;65;12;2020; 
2022;      147212201;1;1;63;8;2020; 
2022;      147306301;1;1;63;2;2020; 
2022;      147312001;1;1;82;4;2019; 
2022;      147808901;1;2;0;11;2021; 
2022;      148401701;1;1;19;10;2021; 
2022;      148404501;1;1;64;3;2020; 
2022;      148505301;1;1;70;9;2020; 
2022;      149500201;1;2;60;12;2021; 
2022;      149500301;1;2;68;12;2021; 
2022;      150001201;1;1;82;7;2018; 
2022;      150011201;1;1;80;2;2021; 
2022;      150203801;1;2;61;2;2022; 
2022;      150310301;1;2;62;5;2020; 
2022;      150312401;1;2;78;5;2021; 
2022;      150312901;1;1;91;3;2021; 
2022;      150402001;1;1;42;10;2021; 
2022;      150402001;2;1;40;11;2021; 
2022;      151201401;1;1;70;4;2020; 
2022;      151402701;1;1;63;5;2020; 
2022;      151410101;1;1;60;3;2021; 
2022;      151417601;1;1;34;5;2020; 
2022;      151601501;1;2;64;3;2019; 
2022;      151603601;1;1;66;9;2017; 
2022;      152905401;1;2;52;1;2022; 
2022;      153104701;1;1;77;1;2018; 
2022;      153116301;1;1;28;4;2019; 
2022;      153605901;1;1;97;3;2020; 
2022;      153608201;1;2;78;6;2020; 
2022;      153608201;2;1;57;6;2020; 
2022;      153807901;1;2;75;9;2017; 
2022;      154004001;1;1;88;2;2019; 
2022;      154304801;1;1;20;3;2020; 
2022;      155115801;1;1;87;9;2018; 
2022;      155206501;1;1;1;2;2022; 
2022;      155207301;1;1;24;4;2021; 
2022;      155409501;1;2;69;2;2020; 
2022;      156314801;1;2;0;6;2017; 
2022;      156506601;1;1;32;3;2020; 
2022;      156707301;1;1;72;7;2021; 
2022;      156711501;1;2;51;4;2020; 
2022;      156907101;1;1;66;7;2020; 
2022;      157000301;1;1;39;2;2021; 
2022;      157205701;1;2;94;4;2020; 
2022;      157205701;2;2;27;5;2021;4
2022;      157300801;1;2;78;3;2021; 
2022;      157605001;1;2;83;8;2021; 
2022;      157611201;1;2;78;7;2017; 
2022;      158208101;1;2;64;12;2020; 
2022;      158503601;1;2;77;11;2021; 
2022;      158610401;1;1;60;5;2020; 
2022;      158809001;1;1;90;9;2020; 
2022;      158814601;1;2;52;11;2021; 
2022;      159111601;1;2;59;10;2018; 
2022;      159313001;1;2;24;4;2017;4
2022;      159506401;1;1;59;2;2019; 
2022;      159513201;1;1;0;10;2018; 
2022;      159617101;1;1;18;3;2020; 
2022;      159702401;1;1;65;6;2021; 
2022;      160213001;1;1;44;8;2021; 
2022;      160300901;1;1;0;2;2022; 
2022;      160308201;1;2;89;6;2021; 
2022;      160408301;1;1;51;12;2018; 
2022;      160900501;1;1;67;5;2020; 
2022;      161704401;1;2;56;8;2021; 
2022;      161907401;1;1;73;5;2019; 
2022;      162010401;1;1;29;5;2017; 
2022;      162809801;1;1;0;3;2020; 
2022;      163006201;1;1;22;10;2017; 
2022;      163102801;1;1;62;6;2021; 
2022;      163503001;1;1;70;7;2021; 
2022;      163511401;1;1;71;9;2022; 
2022;      163805801;1;2;60;4;2021; 
2022;      163807501;1;1;45;1;2020; 
2022;      163901601;1;1;6;10;2020; 
2022;      164002301;1;1;64;2;2022; 
2022;      164100801;1;1;82;1;2019; 
2022;      164101301;1;1;30;11;2018; 
2022;      164103301;1;2;57;7;2020; 
2022;      164104001;1;1;6;3;2019; 
2022;      164202401;1;1;40;11;2021; 
2022;      164204801;1;1;39;1;2019; 
2022;      164403501;1;2;51;1;2019; 
2022;      164406001;1;1;42;4;2018; 
2022;      164406001;2;2;72;1;2022; 
2022;      164707401;1;2;78;12;2019; 
2022;      164800401;1;1;73;4;2019; 
2022;      164806701;1;2;76;2;2017; 
2022;      164811801;1;1;75;5;2018; 
2022;      165414801;1;1;73;7;2022; 
2022;      166003101;1;2;36;1;2022;4
2022;      166010201;1;1;32;8;2020; 
2022;      166207101;1;1;74;6;2020; 
2022;      166309801;1;1;45;7;2020; 
2022;      166309801;2;2;1;12;2020; 
2022;      166312801;1;1;24;10;2019; 
2022;      166605701;1;1;95;9;2021; 
2022;      167216701;1;1;69;2;2019; 
2022;      167305601;1;1;55;2;2020; 
2022;      167408501;1;1;1;12;2020; 
2022;      167600901;1;1;19;4;2019; 
2022;      167602101;1;1;80;6;2021; 
2022;      167704101;1;2;99;7;2022; 
2022;      167905201;1;2;18;3;2022;3
2022;      168111901;1;2;80;4;2020; 
2022;      168407201;1;2;27;9;2020;1
2022;      168603801;1;2;71;11;2021; 
2022;      168813201;1;1;99;4;2021; 
2022;      169006601;1;1;83;6;2020; 
2022;      169007001;1;1;79;7;2021; 
2022;      169206001;1;2;72;1;2019; 
2022;      169208001;1;1;78;12;2018; 
2022;      169219901;1;1;75;2;2022; 
2022;      169405001;1;2;55;4;2021; 
2022;      169613101;1;1;82;7;2022; 
2022;      169904701;1;1;98;3;2017; 
2022;      169904701;2;2;73;9;2020; 
2022;      170402901;1;2;36;5;2020;4
2022;      170506001;1;1;0;12;2019; 
2022;      170703601;1;1;58;4;2021; 
2022;      170703901;1;1;68;1;2022; 
2022;      170911401;1;1;42;5;2021; 
2022;      171613101;1;1;6;9;2022; 
2022;      171913001;1;1;33;6;2019; 
2022;      172100101;1;1;52;6;2018; 
2022;      172103301;1;1;65;12;2017; 
2022;      172103701;1;2;78;4;2017; 
2022;      172402401;1;2;91;3;2021; 
2022;      172505201;1;1;60;7;2017; 
2022;      172505601;1;1;84;5;2021; 
2022;      172523201;1;1;32;7;2022; 
2022;      172903801;1;1;79;7;2022; 
2022;      172904501;1;1;38;4;2022; 
2022;      173002801;1;2;89;2;2020; 
2022;      173106001;1;1;30;2;2020; 
2022;      173202001;1;1;69;1;2018; 
2022;      173616001;1;2;76;4;2019; 
2022;      173708901;1;1;58;8;2022; 
2022;      173806301;1;2;49;11;2022;4
2022;      173908001;1;2;89;9;2021; 
2022;      174003401;1;1;31;5;2019; 
2022;      174106801;1;1;61;7;2021; 
2022;      174106901;1;1;36;5;2021; 
2022;      174418201;1;2;47;9;2020;4
2022;      174600701;1;2;73;1;2021; 
2022;      174610201;1;1;68;9;2021; 
2022;      174800101;1;2;48;4;2020;4
2022;      175317501;1;2;65;11;2020; 
2022;      175504301;1;1;38;5;2021; 
2022;      176101901;1;1;54;8;2017; 
2022;      176308001;1;1;75;12;2017; 
2022;      176404101;1;1;87;2;2020; 
2022;      176708801;1;1;78;11;2020; 
2022;      177204901;1;2;89;5;2022; 
2022;      177402401;1;1;71;4;2022; 
2022;      177506301;1;1;75;11;2020; 
2022;      177702801;1;1;0;11;2018; 
2022;      177703401;1;1;13;1;2021; 
2022;      177705701;1;1;89;6;2020; 
2022;      178102501;1;2;90;4;2020; 
2022;      178105101;1;2;67;11;2019; 
2022;      178303001;1;1;83;8;2018; 
2022;      178402201;1;1;32;9;2017; 
2022;      178402401;1;1;67;8;2021; 
2022;      178404201;1;1;47;11;2021; 
2022;      178500301;1;2;89;6;2019; 
2022;      178806701;1;2;85;1;2017; 
2022;      178809401;1;2;6;11;2018; 
2022;      178907201;1;1;75;3;2021; 
2022;      178907201;2;1;48;5;2021; 
2022;      179204701;1;2;91;5;2021; 
2022;      179205001;1;1;63;8;2019; 
2022;      179205001;2;1;71;9;2020; 
2022;      179300101;1;1;65;2;2021; 
2022;      179305901;1;1;59;10;2020; 
2022;      179305901;2;2;56;1;2022; 
2022;      179402001;1;2;85;8;2021; 
2022;      179405001;1;2;82;6;2018; 
2022;      179704301;1;2;58;10;2020; 
2022;      179709501;1;1;38;7;2021; 
2022;      179905901;1;2;50;2;2021; 
2022;      179906201;1;2;90;7;2022; 
2022;      180006401;1;2;71;10;2020; 
2022;      180113301;1;2;4;12;2019; 
2022;      180215201;1;1;50;9;2021; 
2022;      180219101;1;2;92;5;2021; 
2022;      180601801;1;1;72;6;2021; 
2022;      181204001;1;2;36;5;2022;4
2022;      181505501;1;1;95;1;2018; 
2022;      181506701;1;1;76;4;2020; 
2022;      181509201;1;2;56;9;2021; 
2022;      181705701;1;1;28;6;2020; 
2022;      182003001;1;1;86;7;2019; 
2022;      182102301;1;2;69;4;2022; 
2022;      182104101;1;1;68;9;2020; 
2022;      182110001;1;2;82;5;2021; 
2022;      182113801;1;1;70;7;2021; 
2022;      182306601;1;2;87;6;2022; 
2022;      182614401;1;1;95;4;2017; 
2022;      182719801;1;1;77;6;2021; 
2022;      182719801;2;2;50;6;2021; 
2022;      182800301;1;2;81;1;2021; 
2022;      182803301;1;1;85;3;2019; 
2022;      182812301;1;1;82;7;2022; 
2022;      183004401;1;1;72;7;2019; 
2022;      183004701;1;2;87;1;2017; 
2022;      183112101;1;2;67;3;2021; 
2022;      183202401;1;1;80;11;2017; 
2022;      183211501;1;1;67;7;2020; 
2022;      183605501;1;1;47;10;2021; 
2022;      183607301;1;2;68;1;2021; 
2022;      184101801;1;2;68;9;2018; 
2022;      184105901;1;2;33;12;2017;4
2022;      184106201;1;2;85;7;2020; 
2022;      184106201;2;1;86;8;2020; 
2022;      184202501;1;1;42;8;2021; 
2022;      184407301;1;1;52;12;2022; 
2022;      184604101;1;2;65;11;2021; 
2022;      184905101;1;1;29;1;2019; 
2022;      185002001;1;1;65;9;2021; 
2022;      185112001;1;1;86;12;2021; 
2022;      185112301;1;2;56;12;2019; 
2022;      185112301;2;1;48;10;2021; 
2022;      185405101;1;1;21;3;2017; 
2022;      185408501;1;2;67;11;2017; 
2022;      185408701;1;1;72;5;2019; 
2022;      185507401;1;2;93;9;2019; 
2022;      185605101;1;2;55;3;2019; 
2022;      186003001;1;2;0;1;2021; 
2022;      186407601;1;2;89;6;2022; 
2022;      186810401;1;1;73;3;2020; 
2022;      187208401;1;1;67;7;2018; 
2022;      187307201;1;2;83;6;2017; 
2022;      187401801;1;1;77;11;2020; 
2022;      187408201;1;1;64;8;2020; 
2022;      187700301;1;1;72;5;2021; 
2022;      187901701;1;2;22;8;2017;4
2022;      188008301;1;2;81;9;2021; 
2022;      188008801;1;2;81;2;2019; 
2022;      188104901;1;1;26;6;2022; 
2022;      188107601;1;2;64;4;2017; 
2022;      188502501;1;2;73;5;2021; 
2022;      188901901;1;2;73;11;2021; 
2022;      188904101;1;1;19;3;2019; 
2022;      189802201;1;2;56;3;2019; 
2022;      189907301;1;1;78;3;2022; 
2022;      190205001;1;2;82;9;2017; 
2022;      190500901;1;1;45;8;2018; 
2022;      190505801;1;1;52;1;2017; 
2022;      190606301;1;2;7;10;2018; 
2022;      190606501;1;1;39;9;2020; 
2022;      190801201;1;1;59;10;2022; 
2022;      190804601;1;2;78;3;2021; 
2022;      190804901;1;1;78;5;2018; 
2022;      190806101;1;1;2;3;2018; 
2022;      191301901;1;2;92;11;2017; 
2022;      191301901;2;2;95;2;2018; 
2022;      191302501;1;1;92;2;2022; 
2022;      191303501;1;1;24;5;2017; 
2022;      191305301;1;1;72;3;2021; 
2022;      191503501;1;2;24;10;2017;4
2022;      191505501;1;1;90;7;2021; 
2022;      191601301;1;1;86;12;2019; 
2022;      191601901;1;1;55;6;2019; 
2022;      192009201;1;1;67;7;2020; 
2022;      192502601;1;1;85;1;2022; 
2022;      192503301;1;1;65;8;2020; 
2022;      193101801;1;2;86;1;2022; 
2022;      193105201;1;1;93;3;2021; 
2022;      193105201;2;2;92;3;2022; 
2022;      193111501;1;2;65;7;2021; 
2022;      193111501;2;1;68;10;2021; 
2022;      193301701;1;2;55;2;2020; 
2022;      193506401;1;1;89;4;2022; 
2022;      193905901;1;1;84;6;2022; 
2022;      194304301;1;1;39;3;2018; 
2022;      194306701;1;1;9;9;2020; 
2022;      194502101;1;1;24;11;2018; 
2022;      194502201;1;2;85;7;2018; 
2022;      194709701;1;1;39;2;2020; 
2022;      195006101;1;2;100;6;2021; 
2022;      195006501;1;1;22;10;2019; 
2022;      195100201;1;1;93;9;2020; 
2022;      195403401;1;2;73;6;2019; 
2022;      195507801;1;2;20;4;2022;4
2022;      196113001;1;1;79;9;2020; 
2022;      196200701;1;1;60;5;2021; 
2022;      196209601;1;1;5;10;2017; 
2022;      196307301;1;2;8;6;2022; 
2022;      196401401;1;1;0;12;2021; 
2022;      196501401;1;1;29;3;2022; 
2022;      197010501;1;2;62;6;2017; 
2022;      197215701;1;2;38;9;2022;4
2022;      197505101;1;1;33;9;2022; 
2022;      197605101;1;1;93;7;2018; 
2022;      197607701;1;2;84;2;2018; 
2022;      197704201;1;1;59;2;2021; 
2022;      197801701;1;1;68;6;2020; 
2022;      198012701;1;1;64;11;2019; 
2022;      198012701;2;1;30;8;2021; 
2022;      198012701;3;2;52;6;2022; 
2022;      198016201;1;2;60;3;2019; 
2022;      198200201;1;2;66;3;2022; 
2022;      198301101;1;1;67;10;2020; 
2022;      198712301;1;1;42;7;2017; 
2022;      198915001;1;2;90;4;2017; 
2022;      198915001;2;1;79;8;2021; 
2022;      199111501;1;1;33;2;2020; 
2022;      199114401;1;1;26;4;2021; 
2022;      199200301;1;1;0;5;2022; 
2022;      199607101;1;2;68;8;2021; 
2022;      199720901;1;1;99;12;2020; 
2022;      199902301;1;1;85;8;2021; 
2022;      199904601;1;1;66;5;2020; 
2022;      199913101;1;2;67;4;2018; 
2022;      199915901;1;2;39;4;2018;4
2022;      199915901;2;1;73;6;2020; 
2022;      200003401;1;2;2;1;2020; 
2022;      200307001;1;1;75;4;2020; 
2022;      200307001;2;2;63;5;2020; 
2022;      200505001;1;2;84;3;2022; 
2022;      200505001;2;1;91;7;2022; 
2022;      200614301;1;1;83;10;2021; 
2022;      201107701;1;2;70;7;2018; 
2022;      201110801;1;2;63;4;2020; 
2022;      201206701;1;2;61;9;2020; 
2022;      201504801;1;2;63;3;2021; 
2022;      201504801;2;1;38;10;2021; 
2022;      201511301;1;2;87;2;2018; 
2022;      201608701;1;2;72;7;2018; 
2022;      201702501;1;2;67;11;2017; 
2022;      201808201;1;1;85;8;2020; 
2022;      202502701;1;1;57;2;2021; 
2022;      202609101;1;1;67;5;2020; 
2022;      202901301;1;1;36;6;2020; 
2022;      203209101;1;2;54;7;2018; 
2022;      203210301;1;1;70;5;2020; 
2022;      203210301;2;2;77;10;2020; 
2022;      203702701;1;2;78;12;2017; 
2022;      203702701;2;2;56;8;2020; 
2022;      203810701;1;2;32;10;2022;4
2022;      203906101;1;2;86;5;2021; 
2022;      203908801;1;1;44;9;2018; 
2022;      204001201;1;2;76;7;2021; 
2022;      204012401;1;2;98;8;2020; 
2022;      204405801;1;2;62;10;2022; 
2022;      204506101;1;1;101;1;2022; 
2022;      204506201;1;2;76;3;2019; 
2022;      204506201;2;1;87;6;2019; 
2022;      205003301;1;2;98;6;2019; 
2022;      205504601;1;2;69;4;2022; 
2022;      205505001;1;1;85;1;2020; 
2022;      205704401;1;2;100;9;2022; 
2022;      206802301;1;1;75;6;2018; 
2022;      206803001;1;1;35;8;2018; 
2022;      206803001;2;1;73;11;2018; 
2022;      207203901;1;1;27;2;2022; 
2022;      207204201;1;1;40;2;2022; 
2022;      207209301;1;1;70;10;2017; 
2022;      207404701;1;1;58;8;2021; 
2022;      207404801;1;2;76;9;2022; 
2022;      207800601;1;1;59;6;2020; 
2022;      207802001;1;2;92;1;2019; 
2022;      207802301;1;2;41;10;2018;4
2022;      208710401;1;2;62;9;2021; 
2022;      208713301;1;1;12;3;2022; 
2022;      209106001;1;2;69;6;2020; 
2022;      209508401;1;2;57;2;2021; 
2022;      209811001;1;2;85;9;2021; 
2022;      210203901;1;1;84;9;2019; 
2022;      210406601;1;1;88;4;2020; 
2022;      210507701;1;1;70;11;2021; 
2022;      210603901;1;1;65;12;2021; 
2022;      210616401;1;1;78;5;2021; 
2022;      211405501;1;1;74;7;2021; 
2022;      211407701;1;1;78;6;2020; 
2022;      211811101;1;2;83;7;2021; 
2022;      211904701;1;1;0;7;2020; 
2022;      212104901;1;2;94;1;2020; 
2022;      212309301;1;2;84;3;2019; 
2022;      212501701;1;2;88;7;2019; 
2022;      212501701;2;2;95;4;2021; 
2022;      213300501;1;2;0;7;2022; 
2022;      213304801;1;2;68;2;2022; 
2022;      213404901;1;2;68;7;2022; 
2022;      213405901;1;2;99;5;2021; 
2022;      213603701;1;1;72;10;2017; 
2022;      213802201;1;2;96;8;2018; 
2022;      213901501;1;1;28;2;2020; 
2022;      214207901;1;1;81;6;2020; 
2022;      214300201;1;2;70;12;2019; 
2022;      214507401;1;1;82;2;2021; 
2022;      214600401;1;2;87;10;2021; 
2022;      214709401;1;1;70;1;2017; 
2022;      214713501;1;2;87;8;2020; 
2022;      214807301;1;1;30;3;2017; 
2022;      215302601;1;2;74;12;2021; 
2022;      215415501;1;1;63;12;2020; 
2022;      215603101;1;2;79;5;2019; 
2022;      215604401;1;1;67;1;2020; 
2022;      216001401;1;1;72;6;2018; 
2022;      216101801;1;1;70;6;2021; 
2022;      216101901;1;1;62;4;2019; 
2022;      216203001;1;1;55;11;2019; 
2022;      216208101;1;2;42;4;2020;4
2022;      216302001;1;2;70;6;2018; 
2022;      216304601;1;1;75;6;2020; 
2022;      216402801;1;2;69;6;2020; 
2022;      216814701;1;1;73;11;2019; 
2022;      217000901;1;1;68;12;2021; 
2022;      217107801;1;1;22;1;2020; 
2022;      217107901;1;1;57;9;2018; 
2022;      217402001;1;1;47;9;2020; 
2022;      217500401;1;1;81;2;2020; 
2022;      217500501;1;2;81;2;2021; 
2022;      217607601;1;2;86;5;2020; 
2022;      217710001;1;1;85;4;2022; 
2022;      217710201;1;2;96;3;2020; 
2022;      218000601;1;1;1;6;2017; 
2022;      218201001;1;1;82;8;2021; 
2022;      218502001;1;1;37;11;2019; 
2022;      218702601;1;2;86;2;2021; 
2022;      218810201;1;1;70;11;2020; 
2022;      219002901;1;2;70;5;2019; 
2022;      219207801;1;1;29;1;2021; 
2022;      219602401;1;2;49;2;2021;4
2022;      220010201;1;1;93;6;2021; 
2022;      220014201;1;1;93;7;2022; 
2022;      220014601;1;1;34;3;2022; 
2022;      220207001;1;2;76;4;2019; 
2022;      220304001;1;1;86;10;2020; 
2022;      220306501;1;1;93;1;2022; 
2022;      221013401;1;1;79;10;2017; 
2022;      221205901;1;2;31;3;2022;4
2022;      221501801;1;1;47;11;2019; 
2022;      221506601;1;2;66;1;2021; 
2022;      221512201;1;1;37;2;2018; 
2022;      221602201;1;1;50;2;2022; 
2022;      222202001;1;1;65;6;2019; 
2022;      222202001;2;2;96;9;2019; 
2022;      222305601;1;2;97;3;2018; 
2022;      222503101;1;1;60;11;2017; 
2022;      222700801;1;1;89;12;2021; 
2022;      222801401;1;2;30;2;2022;4
2022;      222801701;1;2;41;8;2021;4
2022;      223105201;1;2;65;11;2020; 
2022;      223110901;1;2;68;2;2021; 
2022;      223110901;2;1;73;2;2021; 
2022;      223304201;1;1;63;8;2018; 
2022;      223304201;2;1;25;6;2022; 
2022;      223411801;1;2;79;8;2019; 
2022;      223902701;1;2;23;1;2021;4
2022;      224307701;1;1;66;3;2019; 
2022;      224307701;2;1;92;9;2020; 
2022;      224511601;1;1;23;11;2018; 
2022;      224900201;1;2;96;7;2020; 
2022;      224908301;1;2;101;6;2020; 
2022;      225201201;1;1;89;12;2020; 
2022;      225602301;1;1;92;5;2021; 
2022;      225602701;1;2;59;7;2022; 
2022;      226006401;1;1;53;4;2020; 
2022;      226102601;1;1;65;6;2022; 
2022;      226109801;1;1;3;10;2022; 
2022;      226203101;1;1;92;4;2018; 
2022;      226203601;1;2;93;8;2021; 
2022;      226303301;1;1;0;8;2021; 
2022;      226713601;1;1;43;11;2018; 
2022;      227200501;1;2;64;8;2020; 
2022;      227410301;1;1;55;4;2021; 
2022;      227411101;1;1;55;5;2020; 
2022;      227413801;1;1;74;7;2021; 
2022;      227707801;1;2;65;4;2022; 
2022;      227815001;1;2;83;10;2019; 
2022;      227911601;1;1;28;8;2021; 
2022;      227911601;2;2;89;4;2022; 
2022;      228008601;1;2;83;12;2021; 
2022;      228013901;1;2;48;4;2021;4
2022;      228013901;2;2;87;12;2021; 
2022;      228500701;1;2;82;7;2022; 
2022;      228508801;1;2;71;10;2022; 
2022;      228602101;1;2;70;4;2019; 
2022;      228604001;1;1;75;3;2020; 
2022;      228607101;1;1;88;5;2022; 
2022;      229001501;1;1;56;7;2022; 
2022;      229100201;1;2;63;9;2020; 
2022;      229405701;1;2;69;4;2022; 
2022;      229410301;1;1;67;8;2022; 
2022;      229411701;1;1;59;9;2020; 
2022;      229506901;1;1;25;1;2021; 
2022;      229600701;1;1;89;8;2021; 
2022;      229602301;1;1;1;10;2020; 
2022;      229604001;1;1;65;12;2018; 
2022;      229801001;1;2;22;3;2021;4
2022;      229922401;1;2;89;5;2019; 
2022;      230001501;1;2;79;8;2019; 
2022;      230102801;1;1;74;7;2020; 
2022;      230305301;1;1;24;2;2017; 
2022;      230307801;1;1;43;6;2022; 
2022;      230309401;1;2;92;5;2018; 
2022;      230807901;1;1;63;8;2022; 
