ID1;HHID;NRO_ORDEN_ID;QH30M;QH31M;QH32M_M;QH32M_Y;QH33M
2022;      046401601;1;1;82;11;2017; 
2022;      046406201;1;1;54;2;2021; 
2022;      046503701;1;1;31;11;2020; 
2022;      046507901;1;1;65;9;2020; 
2022;      046704401;1;2;36;10;2017;2
2022;      046704401;2;1;95;2;2019; 
2022;      046704401;3;2;97;3;2021; 
2022;      047004101;1;1;90;4;2021; 
2022;      047006401;1;1;70;8;2020; 
2022;      047206701;1;1;68;6;2018; 
2022;      047410701;1;2;80;6;2019; 
2022;      047609401;1;1;77;11;2021; 
2022;      047808701;1;2;68;10;2019; 
2022;      048210501;1;2;62;8;2020; 
2022;      048215301;1;2;80;4;2020; 
2022;      048504001;1;2;89;8;2019; 
2022;      048505801;1;2;65;9;2021; 
2022;      048506101;1;1;32;11;2021; 
2022;      048804801;1;1;5;7;2020; 
2022;      048807201;1;1;62;5;2017; 
2022;      049103201;1;2;88;6;2021; 
2022;      049203901;1;2;96;7;2021; 
2022;      049502301;1;2;90;9;2019; 
2022;      049505201;1;1;28;8;2021; 
2022;      049900901;1;2;87;9;2018; 
2022;      049906101;1;1;55;11;2018; 
2022;      050104701;1;1;52;2;2021; 
2022;      050201701;1;2;80;12;2020; 
2022;      050203401;1;1;67;10;2020; 
2022;      050300301;1;2;88;1;2021; 
2022;      050302901;1;2;20;6;2018;4
2022;      050307201;1;1;58;5;2021; 
2022;      050409101;1;1;59;3;2019; 
2022;      050807201;1;2;81;3;2021; 
2022;      050810201;1;1;0;10;2017; 
2022;      050810201;2;1;0;10;2017; 
2022;      050810201;3;2;7;10;2020; 
2022;      051200301;1;2;90;1;2017; 
2022;      051206101;1;1;59;5;2021; 
2022;      051508301;1;2;62;5;2021; 
2022;      051803301;1;1;105;2;2022; 
2022;      052301601;1;1;58;8;2020; 
2022;      052704601;1;1;84;10;2021; 
2022;      052900901;1;1;70;5;2021; 
2022;      052905401;1;2;93;3;2022; 
2022;      052905901;1;1;80;2;2022; 
2022;      052906301;1;2;81;1;2021; 
2022;      052906301;2;1;84;8;2021; 
2022;      053003301;1;1;82;2;2018; 
2022;      053017801;1;2;38;1;2022;4
2022;      053307801;1;2;92;4;2020; 
2022;      053412601;1;1;48;5;2020; 
2022;      053607301;1;2;52;6;2021; 
2022;      053607301;2;1;52;6;2021; 
2022;      053802001;1;1;79;1;2017; 
2022;      054009201;1;1;85;9;2018; 
2022;      054508001;1;1;65;3;2021; 
2022;      054600101;1;2;39;1;2019;4
2022;      054802001;1;2;9;7;2017; 
2022;      054805101;1;1;50;2;2021; 
2022;      055401601;1;2;86;6;2020; 
2022;      055407601;1;1;65;10;2021; 
2022;      055810501;1;2;25;12;2021;4
2022;      056300601;1;1;92;6;2019; 
2022;      056303901;1;2;70;5;2022; 
2022;      056507401;1;1;19;5;2018; 
2022;      056710301;1;1;35;8;2020; 
2022;      056905201;1;2;73;1;2022; 
2022;      057314401;1;2;32;9;2018;4
2022;      057314501;1;2;33;5;2020;4
2022;      058010901;1;1;61;8;2020; 
2022;      058209401;1;1;56;7;2021; 
2022;      058214401;1;2;40;2;2022;4
2022;      058705201;1;2;91;3;2018; 
2022;      058705201;2;2;89;6;2019; 
2022;      058705901;1;2;89;3;2020; 
2022;      058705901;2;1;87;5;2021; 
2022;      058808701;1;2;62;2;2020; 
2022;      059901601;1;1;72;6;2020; 
2022;      060005501;1;2;88;5;2021; 
2022;      060014501;1;1;45;3;2021; 
2022;      060014501;2;1;64;3;2021; 
2022;      060111901;1;2;74;4;2019; 
2022;      060304601;1;1;68;6;2020; 
2022;      060505901;1;2;15;9;2020;4
2022;      061009801;1;1;61;4;2022; 
2022;      061612201;1;1;74;6;2020; 
2022;      061701201;1;1;93;9;2020; 
2022;      061705101;1;1;51;12;2021; 
2022;      062616101;1;2;59;6;2018; 
2022;      063105601;1;1;23;6;2019; 
2022;      063110301;1;1;71;3;2021; 
2022;      063800501;1;1;22;2;2018; 
2022;      064008301;1;2;65;1;2020; 
2022;      064012801;1;1;61;3;2021; 
2022;      064105501;1;2;68;2;2021; 
2022;      064301301;1;1;78;3;2021; 
2022;      064301401;1;1;21;5;2020; 
2022;      064401201;1;2;52;11;2017; 
2022;      064403001;1;1;76;7;2020; 
2022;      064403301;1;2;70;9;2019; 
2022;      064805401;1;1;62;2;2021; 
2022;      064813101;1;1;55;9;2021; 
2022;      065009201;1;2;66;3;2020; 
2022;      065009201;2;1;39;12;2020; 
2022;      065108701;1;2;93;3;2021; 
2022;      065300401;1;2;71;11;2020; 
2022;      065509101;1;1;65;7;2020; 
2022;      065509801;1;1;31;1;2022; 
2022;      065902501;1;1;54;9;2020; 
2022;      066114901;1;1;38;6;2021; 
2022;      066210901;1;1;0;12;2019; 
2022;      066500801;1;1;82;11;2020; 
2022;      066707901;1;1;68;9;2018; 
2022;      067100201;1;2;23;4;2020;4
2022;      067102001;1;1;68;9;2019; 
2022;      067107801;1;1;65;11;2019; 
2022;      067213301;1;1;24;1;2018; 
2022;      067303301;1;2;82;8;2020; 
2022;      067503401;1;2;98;11;2021; 
2022;      067507201;1;1;90;1;2017; 
2022;      067511001;1;1;72;10;2021; 
2022;      067614501;1;1;1;11;2021; 
2022;      067707401;1;1;80;4;2019; 
2022;      067804701;1;2;68;12;2020; 
2022;      067806901;1;2;83;12;2021; 
2022;      068010401;1;2;62;1;2021; 
2022;      068107001;1;1;78;10;2019; 
2022;      068311801;1;2;96;12;2021; 
2022;      068915001;1;1;65;2;2021; 
2022;      069105501;1;2;79;11;2017; 
2022;      069105801;1;1;84;3;2021; 
2022;      069301201;1;1;89;7;2017; 
2022;      069500801;1;1;27;2;2020; 
2022;      069806201;1;2;52;4;2018; 
2022;      070102401;1;1;70;8;2019; 
2022;      070106301;1;2;102;3;2019; 
2022;      070106501;1;1;85;12;2021; 
2022;      070303501;1;2;17;4;2021;4
2022;      070513201;1;2;59;4;2017; 
2022;      070703501;1;1;98;9;2021; 
2022;      070711901;1;2;74;2;2022; 
2022;      071513601;1;1;56;5;2021; 
2022;      072005601;1;2;26;5;2017;4
2022;      072006501;1;2;88;5;2020; 
2022;      072006501;2;2;80;12;2021; 
2022;      072008301;1;2;72;7;2018; 
2022;      072010001;1;1;38;5;2021; 
2022;      072010001;2;1;66;5;2021; 
2022;      072102901;1;2;68;10;2017; 
2022;      072418501;1;1;39;6;2020; 
2022;      072603401;1;1;20;5;2019; 
2022;      072603401;2;1;80;8;2019; 
2022;      072707801;1;2;70;6;2020; 
2022;      073101201;1;1;63;3;2021; 
2022;      073502101;1;1;61;8;2020; 
2022;      073514301;1;2;50;3;2017; 
2022;      073703901;1;2;96;2;2020; 
2022;      074212101;1;1;58;11;2019; 
2022;      074401601;1;2;40;10;2017;4
2022;      074405601;1;2;58;5;2021; 
2022;      074604101;1;2;51;5;2020; 
2022;      074805601;1;2;32;10;2021;4
2022;      075102601;1;2;64;11;2020; 
2022;      075107101;1;1;73;6;2020; 
2022;      075313001;1;1;38;3;2020; 
2022;      075416701;1;2;50;2;2022; 
2022;      075603501;1;1;78;1;2022; 
2022;      075800901;1;1;93;5;2021; 
2022;      075809801;1;2;95;12;2021; 
2022;      076005801;1;1;50;9;2019; 
2022;      076014601;1;2;73;9;2020; 
2022;      076203401;1;1;78;4;2017; 
2022;      076203401;2;1;0;5;2019; 
2022;      076911501;1;1;70;10;2020; 
2022;      076911501;2;2;71;10;2020; 
2022;      077001501;1;1;40;6;2017; 
2022;      077013301;1;1;88;2;2019; 
2022;      077510801;1;1;74;9;2021; 
2022;      077817301;1;1;72;9;2018; 
2022;      078102601;1;1;88;3;2017; 
2022;      078110601;1;2;78;8;2021; 
2022;      078202601;1;1;75;1;2021; 
2022;      078215401;1;1;54;6;2019; 
2022;      078215401;2;1;86;3;2021; 
2022;      078301601;1;2;62;6;2017; 
2022;      078301601;2;1;67;6;2018; 
2022;      078800801;1;1;71;7;2020; 
2022;      079613301;1;1;77;5;2022; 
2022;      079711901;1;1;82;4;2020; 
2022;      079711901;2;2;82;4;2020; 
2022;      079806401;1;2;73;8;2021; 
2022;      080211101;1;2;29;5;2021;4
2022;      080317201;1;1;47;10;2020; 
2022;      080603601;1;1;7;9;2020; 
2022;      080701901;1;1;86;8;2020; 
2022;      080800901;1;1;39;9;2021; 
2022;      080803801;1;2;43;4;2021;4
2022;      080812101;1;1;78;2;2021; 
2022;      080907901;1;1;32;1;2019; 
2022;      080910601;1;1;58;4;2021; 
2022;      080912201;1;1;71;2;2020; 
2022;      081401301;1;1;76;11;2017; 
2022;      081401701;1;2;78;7;2017; 
2022;      081402301;1;1;74;6;2018; 
2022;      081805801;1;1;40;3;2021; 
2022;      081805801;2;2;70;12;2021; 
2022;      082314801;1;2;39;3;2021;4
2022;      082601201;1;2;58;10;2018; 
2022;      082608501;1;2;86;8;2019; 
2022;      082908601;1;2;91;9;2020; 
2022;      082908601;2;1;95;9;2020; 
2022;      082913201;1;2;53;4;2021; 
2022;      083408401;1;1;52;5;2020; 
2022;      083707901;1;1;60;11;2020; 
2022;      084001601;1;1;83;5;2020; 
2022;      084118801;1;1;58;1;2020; 
2022;      084118801;2;1;24;12;2020; 
2022;      084208001;1;1;38;5;2020; 
2022;      084214201;1;1;44;6;2020; 
2022;      084709401;1;2;81;4;2018; 
2022;      084709601;1;1;88;9;2021; 
2022;      084802101;1;1;75;3;2022; 
2022;      084809501;1;2;39;6;2020;4
2022;      084813001;1;2;96;9;2018; 
2022;      084902401;1;2;77;12;2021; 
2022;      084902501;1;2;42;7;2018;4
2022;      085206801;1;1;26;12;2021; 
2022;      085207401;1;1;65;5;2021; 
2022;      085213501;1;1;81;6;2021; 
2022;      085314101;1;1;43;3;2018; 
2022;      085314101;2;1;70;3;2021; 
2022;      085314101;3;1;83;12;2021; 
2022;      085407301;1;1;70;10;2021; 
2022;      085804801;1;1;67;6;2021; 
2022;      086004001;1;2;62;7;2017; 
2022;      086104501;1;2;33;6;2021;4
2022;      086109601;1;1;43;3;2021; 
2022;      086201401;1;2;64;5;2021; 
2022;      086213401;1;1;63;9;2020; 
2022;      086213701;1;2;86;9;2018; 
2022;      086213901;1;2;75;12;2019; 
2022;      086302501;1;1;82;5;2020; 
2022;      087004101;1;1;72;7;2020; 
2022;      087004701;1;1;73;4;2020; 
2022;      087012501;1;2;42;3;2020;4
2022;      087101201;1;1;100;9;2019; 
2022;      087106301;1;1;74;4;2022; 
2022;      087310901;1;2;96;5;2020; 
2022;      087912901;1;1;69;7;2020; 
2022;      088017501;1;1;55;5;2021; 
2022;      088205301;1;1;59;3;2021; 
2022;      088711301;1;1;69;7;2020; 
2022;      089510001;1;1;85;5;2021; 
2022;      089905801;1;2;65;12;2020; 
2022;      090015601;1;1;76;6;2020; 
2022;      090109401;1;2;69;6;2020; 
2022;      090115701;1;1;63;8;2020; 
2022;      090402501;1;2;27;2;2021;4
2022;      090503701;1;1;62;2;2021; 
2022;      090505101;1;2;49;12;2021;4
2022;      090506801;1;1;62;3;2021; 
2022;      090508301;1;2;52;1;2020; 
2022;      091005701;1;2;65;6;2021; 
2022;      091104401;1;1;63;2;2021; 
2022;      091201801;1;1;85;8;2017; 
2022;      092104502;1;1;38;8;2020; 
2022;      092506701;1;1;87;6;2020; 
2022;      092506701;2;2;94;9;2021; 
2022;      092816201;1;2;91;8;2020; 
2022;      092816201;2;1;64;4;2022; 
2022;      093601501;1;2;72;5;2019; 
2022;      093602201;1;2;64;3;2021; 
2022;      094111501;1;2;86;6;2020; 
2022;      094308301;1;1;1;9;2021; 
2022;      094600501;1;1;13;4;2021; 
2022;      094600501;2;1;56;9;2021; 
2022;      094911601;1;1;76;2;2022; 
2022;      094914501;1;2;0;12;2021; 
2022;      095300601;1;1;51;2;2021; 
2022;      095304401;1;1;38;3;2021; 
2022;      095410701;1;2;79;5;2019; 
2022;      095504901;1;1;62;11;2021; 
2022;      095811502;1;2;65;7;2020; 
2022;      096206101;1;2;63;2;2021; 
2022;      096614801;1;1;85;12;2020; 
2022;      097306701;1;2;86;10;2018; 
2022;      097403001;1;1;81;11;2020; 
2022;      097403001;2;2;81;3;2021; 
2022;      097412201;1;1;50;11;2018; 
2022;      097503201;1;2;90;7;2019; 
2022;      097504001;1;2;91;3;2022; 
2022;      097609301;1;2;85;3;2018; 
2022;      098004601;1;1;25;8;2021; 
2022;      098409901;1;1;62;5;2020; 
2022;      098503701;1;2;26;9;2020;4
2022;      098505401;1;2;57;2;2021; 
2022;      098609801;1;1;65;12;2017; 
2022;      098802601;1;2;62;7;2020; 
2022;      098807501;1;2;58;12;2020; 
2022;      098909401;1;2;90;7;2019; 
2022;      098914701;1;1;78;6;2020; 
2022;      098919701;1;1;91;8;2021; 
2022;      099606901;1;1;8;12;2021; 
2022;      099612801;1;1;83;8;2020; 
2022;      099704501;1;1;76;1;2021; 
2022;      099803301;1;2;77;3;2019; 
2022;      099810501;1;2;81;5;2020; 
2022;      099810601;1;1;87;8;2019; 
2022;      099907301;1;2;59;8;2021; 
2022;      099910001;1;1;58;6;2017; 
2022;      100305901;1;2;82;12;2020; 
2022;      100313801;1;1;70;5;2020; 
2022;      100403401;1;1;59;5;2021; 
2022;      100413601;1;1;8;10;2019; 
2022;      100516201;1;2;75;12;2018; 
2022;      100702101;1;2;83;2;2021; 
2022;      100817701;1;1;55;12;2021; 
2022;      101105201;1;2;83;4;2021; 
2022;      101106001;1;2;84;4;2021; 
2022;      101401701;1;2;98;11;2018; 
2022;      101904701;1;2;79;2;2021; 
2022;      102007801;1;1;83;7;2017; 
2022;      102100801;1;1;78;9;2020; 
2022;      102101901;1;1;59;5;2020; 
2022;      102202901;1;2;81;12;2021; 
2022;      102206401;1;2;18;5;2018;4
2022;      102608801;1;1;67;1;2018; 
2022;      102704401;1;2;83;5;2021; 
2022;      102711601;1;2;3;4;2019; 
2022;      102712001;1;2;91;5;2020; 
2022;      102713001;1;1;72;5;2021; 
2022;      102806401;1;2;4;2;2019; 
2022;      103101201;1;1;14;7;2019; 
2022;      103200701;1;1;84;11;2018; 
2022;      103205201;1;2;72;5;2021; 
2022;      103309001;1;1;74;6;2021; 
2022;      103309501;1;2;66;4;2017; 
2022;      103309501;2;2;46;11;2020;4
2022;      103706501;1;2;66;12;2020; 
2022;      103707201;1;1;83;7;2021; 
2022;      104004901;1;2;92;12;2021; 
2022;      104004901;2;1;101;12;2021; 
2022;      104509701;1;1;82;8;2021; 
2022;      104512901;1;1;56;5;2020; 
2022;      104600901;1;2;58;4;2021; 
2022;      104606401;1;1;40;5;2019; 
2022;      104700801;1;1;89;4;2020; 
2022;      104707901;1;2;44;11;2020;4
2022;      104708201;1;1;42;9;2021; 
2022;      104814103;1;2;58;6;2019; 
2022;      104909901;1;2;84;1;2020; 
2022;      105007801;1;2;28;5;2018;4
2022;      105015001;1;1;67;9;2021; 
2022;      105401101;1;1;64;11;2021; 
2022;      105816101;1;1;52;6;2019; 
2022;      105903301;1;1;55;11;2018; 
2022;      106017501;1;1;52;2;2020; 
2022;      106300301;1;1;81;2;2021; 
2022;      106302401;1;1;39;5;2020; 
2022;      106403401;1;1;68;5;2021; 
2022;      106403701;1;1;60;6;2018; 
2022;      106609801;1;2;79;12;2020; 
2022;      106812301;1;1;62;10;2021; 
2022;      107007101;1;2;65;3;2020; 
2022;      107122201;1;2;2;2;2018; 
2022;      107143201;1;1;56;2;2021; 
2022;      107143201;2;2;73;5;2022; 
2022;      107145001;1;2;62;8;2017; 
2022;      107145001;2;2;1;11;2018; 
2022;      107306601;1;2;13;2;2021;4
2022;      107507101;1;2;63;3;2019; 
2022;      107510201;1;2;56;4;2020; 
2022;      107615901;1;1;25;5;2022; 
2022;      107701101;1;1;94;6;2020; 
2022;      107802201;1;2;77;6;2020; 
2022;      107912601;1;2;7;9;2019; 
2022;      108900601;1;2;74;6;2021; 
2022;      108900901;1;1;78;10;2020; 
2022;      108906201;1;1;0;12;2021; 
2022;      109062501;1;1;83;3;2020; 
2022;      109401201;1;1;90;5;2020; 
2022;      109402101;1;1;65;8;2019; 
2022;      109402101;2;1;88;12;2021; 
2022;      109510101;1;1;23;2;2022; 
2022;      109511401;1;1;40;6;2020; 
2022;      109608001;1;2;7;12;2020; 
2022;      109608001;2;2;6;12;2020; 
2022;      109608001;3;1;1;12;2020; 
2022;      109700501;1;1;65;12;2020; 
2022;      109708601;1;2;0;2;2022; 
2022;      109708601;2;2;0;2;2022; 
2022;      110002001;1;1;32;5;2021; 
2022;      110002101;1;2;43;7;2021;4
2022;      110304801;1;1;83;6;2019; 
2022;      110501801;1;2;60;2;2017; 
2022;      110608601;1;1;9;3;2022; 
2022;      110906901;1;1;55;2;2020; 
2022;      111104401;1;1;22;1;2022; 
2022;      111502101;1;2;37;8;2021;4
2022;      111508001;1;1;89;11;2021; 
2022;      111808401;1;1;59;2;2021; 
2022;      112008301;1;2;90;8;2021; 
2022;      112404901;1;2;22;11;2017;4
2022;      112611301;1;1;58;6;2020; 
2022;      113604601;1;2;52;3;2018; 
2022;      114104601;1;1;20;6;2017; 
2022;      114503901;1;1;62;7;2020; 
2022;      114803201;1;1;79;8;2019; 
2022;      114910101;1;1;0;3;2018; 
2022;      115101101;1;1;34;6;2019; 
2022;      115101101;2;2;24;6;2019;4
2022;      115203201;1;2;5;6;2021; 
